Anio,Mes,Procuraduria,Juicios,Fecha
2019,Junio,Mazatlán,0,2019-06-01
2019,Julio,Mazatlán,0,2019-07-01
2019,Agosto,Mazatlán,0,2019-08-01
2019,Septiembre,Mazatlán,0,2019-09-01
2019,Octubre,Mazatlán,0,2019-10-01
2019,Noviembre,Mazatlán,0,2019-11-01
2019,Diciembre,Mazatlán,0,2019-12-01
2020,Enero,Mazatlán,0,2020-01-01
2020,Febrero,Mazatlán,0,2020-02-01
2020,Marzo,Mazatlán,0,2020-03-01
2020,Abril,Mazatlán,0,2020-04-01
2020,Mayo,Mazatlán,0,2020-05-01
2020,Junio,Mazatlán,0,2020-06-01
2020,Julio,Mazatlán,0,2020-07-01
2020,Agosto,Mazatlán,0,2020-08-01
2020,Septiembre,Mazatlán,0,2020-09-01
2020,Octubre,Mazatlán,0,2020-10-01
2020,Noviembre,Mazatlán,0,2020-11-01
2020,Diciembre,Mazatlán,0,2020-12-01
2021,Enero,Mazatlán,0,2021-01-01
2021,Febrero,Mazatlán,0,2021-02-01
2021,Marzo,Mazatlán,0,2021-03-01
2021,Abril,Mazatlán,0,2021-04-01
2021,Mayo,Mazatlán,0,2021-05-01
2021,Junio,Mazatlán,0,2021-06-01
2021,Julio,Mazatlán,0,2021-07-01
2021,Agosto,Mazatlán,0,2021-08-01
2021,Septiembre,Mazatlán,0,2021-09-01
2021,Octubre,Mazatlán,0,2021-10-01
2021,Noviembre,Mazatlán,0,2021-11-01
2021,Diciembre,Mazatlán,0,2021-12-01
2022,Enero,Mazatlán,0,2022-01-01
2022,Febrero,Mazatlán,0,2022-02-01
2022,Marzo,Mazatlán,0,2022-03-01
2022,Abril,Mazatlán,0,2022-04-01
2022,Mayo,Mazatlán,0,2022-05-01
2022,Junio,Mazatlán,0,2022-06-01
2022,Julio,Mazatlán,0,2022-07-01
2022,Agosto,Mazatlán,0,2022-08-01
2022,Septiembre,Mazatlán,0,2022-09-01
2022,Octubre,Mazatlán,0,2022-10-01
2022,Noviembre,Mazatlán,0,2022-11-01
2022,Diciembre,Mazatlán,0,2022-12-01
2023,Enero,Mazatlán,0,2023-01-01
2023,Febrero,Mazatlán,0,2023-02-01
2023,Marzo,Mazatlán,0,2023-03-01
2023,Abril,Mazatlán,0,2023-04-01
2023,Mayo,Mazatlán,0,2023-05-01
2023,Junio,Mazatlán,0,2023-06-01
2023,Julio,Mazatlán,0,2023-07-01
2023,Agosto,Mazatlán,0,2023-08-01
2023,Septiembre,Mazatlán,0,2023-09-01
2023,Octubre,Mazatlán,0,2023-10-01
2023,Noviembre,Mazatlán,0,2023-11-01
2023,Diciembre,Mazatlán,0,2023-12-01
2012,Diciembre,Mexicali,0,2012-12-01
2013,Enero,Mexicali,0,2013-01-01
2013,Febrero,Mexicali,0,2013-02-01
2013,Marzo,Mexicali,0,2013-03-01
2013,Abril,Mexicali,0,2013-04-01
2013,Mayo,Mexicali,0,2013-05-01
2013,Junio,Mexicali,0,2013-06-01
2013,Julio,Mexicali,0,2013-07-01
2013,Agosto,Mexicali,0,2013-08-01
2013,Septiembre,Mexicali,0,2013-09-01
2013,Octubre,Mexicali,0,2013-10-01
2013,Noviembre,Mexicali,0,2013-11-01
2013,Diciembre,Mexicali,0,2013-12-01
2014,Enero,Mexicali,0,2014-01-01
2014,Febrero,Mexicali,0,2014-02-01
2014,Marzo,Mexicali,0,2014-03-01
2014,Abril,Mexicali,0,2014-04-01
2014,Mayo,Mexicali,0,2014-05-01
2014,Junio,Mexicali,0,2014-06-01
2014,Julio,Mexicali,0,2014-07-01
2014,Agosto,Mexicali,0,2014-08-01
2014,Septiembre,Mexicali,0,2014-09-01
2014,Octubre,Mexicali,0,2014-10-01
2014,Noviembre,Mexicali,0,2014-11-01
2014,Diciembre,Mexicali,0,2014-12-01
2015,Enero,Mexicali,0,2015-01-01
2015,Febrero,Mexicali,0,2015-02-01
2015,Marzo,Mexicali,0,2015-03-01
2015,Abril,Mexicali,0,2015-04-01
2015,Mayo,Mexicali,0,2015-05-01
2015,Junio,Mexicali,0,2015-06-01
2015,Julio,Mexicali,0,2015-07-01
2015,Agosto,Mexicali,0,2015-08-01
2015,Septiembre,Mexicali,0,2015-09-01
2015,Octubre,Mexicali,0,2015-10-01
2015,Noviembre,Mexicali,0,2015-11-01
2015,Diciembre,Mexicali,0,2015-12-01
2016,Enero,Mexicali,0,2016-01-01
2016,Febrero,Mexicali,0,2016-02-01
2016,Marzo,Mexicali,0,2016-03-01
2016,Abril,Mexicali,0,2016-04-01
2016,Mayo,Mexicali,0,2016-05-01
2016,Junio,Mexicali,0,2016-06-01
2016,Julio,Mexicali,0,2016-07-01
2016,Agosto,Mexicali,0,2016-08-01
2016,Septiembre,Mexicali,0,2016-09-01
2016,Octubre,Mexicali,0,2016-10-01
2016,Noviembre,Mexicali,0,2016-11-01
2016,Diciembre,Mexicali,0,2016-12-01
2017,Enero,Mexicali,0,2017-01-01
2017,Febrero,Mexicali,0,2017-02-01
2017,Marzo,Mexicali,0,2017-03-01
2017,Abril,Mexicali,0,2017-04-01
2017,Mayo,Mexicali,0,2017-05-01
2017,Junio,Mexicali,0,2017-06-01
2017,Julio,Mexicali,0,2017-07-01
2017,Agosto,Mexicali,0,2017-08-01
2017,Septiembre,Mexicali,0,2017-09-01
2017,Octubre,Mexicali,0,2017-10-01
2017,Noviembre,Mexicali,0,2017-11-01
2017,Diciembre,Mexicali,0,2017-12-01
2018,Enero,Mexicali,0,2018-01-01
2018,Febrero,Mexicali,0,2018-02-01
2018,Marzo,Mexicali,0,2018-03-01
2018,Abril,Mexicali,0,2018-04-01
2018,Mayo,Mexicali,0,2018-05-01
2018,Junio,Mexicali,0,2018-06-01
2018,Julio,Mexicali,0,2018-07-01
2018,Agosto,Mexicali,0,2018-08-01
2018,Septiembre,Mexicali,0,2018-09-01
2018,Octubre,Mexicali,0,2018-10-01
2018,Noviembre,Mexicali,0,2018-11-01
2018,Diciembre,Mexicali,0,2018-12-01
2019,Enero,Mexicali,0,2019-01-01
2019,Febrero,Mexicali,0,2019-02-01
2019,Marzo,Mexicali,0,2019-03-01
2019,Abril,Mexicali,0,2019-04-01
2019,Mayo,Mexicali,0,2019-05-01
2019,Junio,Mexicali,0,2019-06-01
2019,Julio,Mexicali,0,2019-07-01
2019,Agosto,Mexicali,0,2019-08-01
2019,Septiembre,Mexicali,0,2019-09-01
2019,Octubre,Mexicali,0,2019-10-01
2019,Noviembre,Mexicali,0,2019-11-01
2019,Diciembre,Mexicali,0,2019-12-01
2020,Enero,Mexicali,0,2020-01-01
2020,Febrero,Mexicali,0,2020-02-01
2020,Marzo,Mexicali,0,2020-03-01
2020,Abril,Mexicali,0,2020-04-01
2020,Mayo,Mexicali,0,2020-05-01
2020,Junio,Mexicali,0,2020-06-01
2020,Julio,Mexicali,0,2020-07-01
2020,Agosto,Mexicali,0,2020-08-01
2020,Septiembre,Mexicali,0,2020-09-01
2020,Octubre,Mexicali,0,2020-10-01
2020,Noviembre,Mexicali,0,2020-11-01
2020,Diciembre,Mexicali,0,2020-12-01
2021,Enero,Mexicali,0,2021-01-01
2021,Febrero,Mexicali,0,2021-02-01
2021,Marzo,Mexicali,0,2021-03-01
2021,Abril,Mexicali,0,2021-04-01
2021,Mayo,Mexicali,0,2021-05-01
2021,Junio,Mexicali,0,2021-06-01
2021,Julio,Mexicali,0,2021-07-01
2021,Agosto,Mexicali,0,2021-08-01
2021,Septiembre,Mexicali,0,2021-09-01
2021,Octubre,Mexicali,0,2021-10-01
2021,Noviembre,Mexicali,0,2021-11-01
2021,Diciembre,Mexicali,0,2021-12-01
2022,Enero,Mexicali,0,2022-01-01
2022,Febrero,Mexicali,0,2022-02-01
2022,Marzo,Mexicali,0,2022-03-01
2022,Abril,Mexicali,0,2022-04-01
2022,Mayo,Mexicali,0,2022-05-01
2022,Junio,Mexicali,0,2022-06-01
2022,Julio,Mexicali,0,2022-07-01
2022,Agosto,Mexicali,0,2022-08-01
2022,Septiembre,Mexicali,0,2022-09-01
2022,Octubre,Mexicali,0,2022-10-01
2022,Noviembre,Mexicali,0,2022-11-01
2022,Diciembre,Mexicali,0,2022-12-01
2023,Enero,Mexicali,0,2023-01-01
2023,Febrero,Mexicali,0,2023-02-01
2023,Marzo,Mexicali,0,2023-03-01
2023,Abril,Mexicali,0,2023-04-01
2023,Mayo,Mexicali,0,2023-05-01
2023,Junio,Mexicali,0,2023-06-01
2023,Julio,Mexicali,0,2023-07-01
2023,Agosto,Mexicali,0,2023-08-01
2023,Septiembre,Mexicali,0,2023-09-01
2023,Octubre,Mexicali,0,2023-10-01
2023,Noviembre,Mexicali,0,2023-11-01
2023,Diciembre,Mexicali,0,2023-12-01
2012,Diciembre,Monterrey,53,2012-12-01
2013,Enero,Monterrey,73,2013-01-01
2013,Febrero,Monterrey,142,2013-02-01
2013,Marzo,Monterrey,95,2013-03-01
2013,Abril,Monterrey,2,2013-04-01
2013,Mayo,Monterrey,19,2013-05-01
2013,Junio,Monterrey,140,2013-06-01
2013,Julio,Monterrey,25,2013-07-01
2013,Agosto,Monterrey,55,2013-08-01
2013,Septiembre,Monterrey,139,2013-09-01
2013,Octubre,Monterrey,61,2013-10-01
2013,Noviembre,Monterrey,1135,2013-11-01
2013,Diciembre,Monterrey,106,2013-12-01
2014,Enero,Monterrey,85,2014-01-01
2014,Febrero,Monterrey,34,2014-02-01
2014,Marzo,Monterrey,179,2014-03-01
2014,Abril,Monterrey,71,2014-04-01
2014,Mayo,Monterrey,147,2014-05-01
2014,Junio,Monterrey,114,2014-06-01
2014,Julio,Monterrey,147,2014-07-01
2014,Agosto,Monterrey,154,2014-08-01
2014,Septiembre,Monterrey,172,2014-09-01
2014,Octubre,Monterrey,205,2014-10-01
2014,Noviembre,Monterrey,118,2014-11-01
2014,Diciembre,Monterrey,375,2014-12-01
2015,Enero,Monterrey,88,2015-01-01
2015,Febrero,Monterrey,133,2015-02-01
2015,Marzo,Monterrey,62,2015-03-01
2015,Abril,Monterrey,95,2015-04-01
2015,Mayo,Monterrey,84,2015-05-01
2015,Junio,Monterrey,119,2015-06-01
2015,Julio,Monterrey,56,2015-07-01
2015,Agosto,Monterrey,127,2015-08-01
2015,Septiembre,Monterrey,47,2015-09-01
2015,Octubre,Monterrey,155,2015-10-01
2015,Noviembre,Monterrey,198,2015-11-01
2015,Diciembre,Monterrey,1,2015-12-01
2016,Enero,Monterrey,74,2016-01-01
2016,Febrero,Monterrey,67,2016-02-01
2016,Marzo,Monterrey,123,2016-03-01
2016,Abril,Monterrey,103,2016-04-01
2016,Mayo,Monterrey,52,2016-05-01
2016,Junio,Monterrey,72,2016-06-01
2016,Julio,Monterrey,20,2016-07-01
2016,Agosto,Monterrey,67,2016-08-01
2016,Septiembre,Monterrey,57,2016-09-01
2016,Octubre,Monterrey,46,2016-10-01
2016,Noviembre,Monterrey,71,2016-11-01
2016,Diciembre,Monterrey,28,2016-12-01
2017,Enero,Monterrey,54,2017-01-01
2017,Febrero,Monterrey,44,2017-02-01
2017,Marzo,Monterrey,63,2017-03-01
2017,Abril,Monterrey,43,2017-04-01
2017,Mayo,Monterrey,58,2017-05-01
2017,Junio,Monterrey,47,2017-06-01
2017,Julio,Monterrey,36,2017-07-01
2017,Agosto,Monterrey,75,2017-08-01
2017,Septiembre,Monterrey,58,2017-09-01
2017,Octubre,Monterrey,37,2017-10-01
2017,Noviembre,Monterrey,49,2017-11-01
2017,Diciembre,Monterrey,47,2017-12-01
2018,Enero,Monterrey,28,2018-01-01
2018,Febrero,Monterrey,31,2018-02-01
2018,Marzo,Monterrey,40,2018-03-01
2018,Abril,Monterrey,29,2018-04-01
2018,Mayo,Monterrey,13,2018-05-01
2018,Junio,Monterrey,59,2018-06-01
2018,Julio,Monterrey,17,2018-07-01
2018,Agosto,Monterrey,51,2018-08-01
2018,Septiembre,Monterrey,28,2018-09-01
2018,Octubre,Monterrey,44,2018-10-01
2018,Noviembre,Monterrey,41,2018-11-01
2018,Diciembre,Monterrey,27,2018-12-01
2019,Enero,Monterrey,42,2019-01-01
2019,Febrero,Monterrey,27,2019-02-01
2019,Marzo,Monterrey,42,2019-03-01
2019,Abril,Monterrey,32,2019-04-01
2019,Mayo,Monterrey,30,2019-05-01
2019,Junio,Monterrey,37,2019-06-01
2019,Julio,Monterrey,53,2019-07-01
2019,Agosto,Monterrey,42,2019-08-01
2019,Septiembre,Monterrey,24,2019-09-01
2019,Octubre,Monterrey,13,2019-10-01
2019,Noviembre,Monterrey,16,2019-11-01
2019,Diciembre,Monterrey,34,2019-12-01
2020,Enero,Monterrey,17,2020-01-01
2020,Febrero,Monterrey,8,2020-02-01
2020,Marzo,Monterrey,36,2020-03-01
2020,Abril,Monterrey,0,2020-04-01
2020,Mayo,Monterrey,1,2020-05-01
2020,Junio,Monterrey,0,2020-06-01
2020,Julio,Monterrey,22,2020-07-01
2020,Agosto,Monterrey,1,2020-08-01
2020,Septiembre,Monterrey,6,2020-09-01
2020,Octubre,Monterrey,28,2020-10-01
2020,Noviembre,Monterrey,60,2020-11-01
2020,Diciembre,Monterrey,49,2020-12-01
2021,Enero,Monterrey,7,2021-01-01
2021,Febrero,Monterrey,3,2021-02-01
2021,Marzo,Monterrey,12,2021-03-01
2021,Abril,Monterrey,8,2021-04-01
2021,Mayo,Monterrey,26,2021-05-01
2021,Junio,Monterrey,6,2021-06-01
2021,Julio,Monterrey,10,2021-07-01
2021,Agosto,Monterrey,11,2021-08-01
2021,Septiembre,Monterrey,47,2021-09-01
2021,Octubre,Monterrey,25,2021-10-01
2021,Noviembre,Monterrey,19,2021-11-01
2021,Diciembre,Monterrey,52,2021-12-01
2022,Enero,Monterrey,50,2022-01-01
2022,Febrero,Monterrey,50,2022-02-01
2022,Marzo,Monterrey,25,2022-03-01
2022,Abril,Monterrey,0,2022-04-01
2022,Mayo,Monterrey,4,2022-05-01
2022,Junio,Monterrey,5,2022-06-01
2022,Julio,Monterrey,2,2022-07-01
2022,Agosto,Monterrey,16,2022-08-01
2022,Septiembre,Monterrey,78,2022-09-01
2022,Octubre,Monterrey,0,2022-10-01
2022,Noviembre,Monterrey,1,2022-11-01
2022,Diciembre,Monterrey,0,2022-12-01
2023,Enero,Monterrey,0,2023-01-01
2023,Febrero,Monterrey,3,2023-02-01
2023,Marzo,Monterrey,4,2023-03-01
2023,Abril,Monterrey,2,2023-04-01
2023,Mayo,Monterrey,4,2023-05-01
2023,Junio,Monterrey,0,2023-06-01
2023,Julio,Monterrey,0,2023-07-01
2023,Agosto,Monterrey,0,2023-08-01
2023,Septiembre,Monterrey,0,2023-09-01
2023,Octubre,Monterrey,0,2023-10-01
2023,Noviembre,Monterrey,0,2023-11-01
2023,Diciembre,Monterrey,1,2023-12-01
2012,Diciembre,Reynosa,24,2012-12-01
2013,Enero,Reynosa,18,2013-01-01
2013,Febrero,Reynosa,14,2013-02-01
2013,Marzo,Reynosa,17,2013-03-01
2013,Abril,Reynosa,27,2013-04-01
2013,Mayo,Reynosa,15,2013-05-01
2013,Junio,Reynosa,18,2013-06-01
2013,Julio,Reynosa,10,2013-07-01
2013,Agosto,Reynosa,20,2013-08-01
2013,Septiembre,Reynosa,2,2013-09-01
2013,Octubre,Reynosa,1,2013-10-01
2013,Noviembre,Reynosa,40,2013-11-01
2013,Diciembre,Reynosa,9,2013-12-01
2014,Enero,Reynosa,11,2014-01-01
2014,Febrero,Reynosa,14,2014-02-01
2014,Marzo,Reynosa,18,2014-03-01
2014,Abril,Reynosa,13,2014-04-01
2014,Mayo,Reynosa,15,2014-05-01
2014,Junio,Reynosa,14,2014-06-01
2014,Julio,Reynosa,12,2014-07-01
2014,Agosto,Reynosa,14,2014-08-01
2014,Septiembre,Reynosa,11,2014-09-01
2014,Octubre,Reynosa,18,2014-10-01
2014,Noviembre,Reynosa,12,2014-11-01
2014,Diciembre,Reynosa,16,2014-12-01
2015,Enero,Reynosa,10,2015-01-01
2015,Febrero,Reynosa,5,2015-02-01
2015,Marzo,Reynosa,6,2015-03-01
2015,Abril,Reynosa,7,2015-04-01
2015,Mayo,Reynosa,2,2015-05-01
2015,Junio,Reynosa,10,2015-06-01
2015,Julio,Reynosa,8,2015-07-01
2015,Agosto,Reynosa,15,2015-08-01
2015,Septiembre,Reynosa,7,2015-09-01
2015,Octubre,Reynosa,10,2015-10-01
2015,Noviembre,Reynosa,27,2015-11-01
2015,Diciembre,Reynosa,3,2015-12-01
2016,Enero,Reynosa,5,2016-01-01
2016,Febrero,Reynosa,7,2016-02-01
2016,Marzo,Reynosa,7,2016-03-01
2016,Abril,Reynosa,9,2016-04-01
2016,Mayo,Reynosa,16,2016-05-01
2016,Junio,Reynosa,14,2016-06-01
2016,Julio,Reynosa,8,2016-07-01
2016,Agosto,Reynosa,12,2016-08-01
2016,Septiembre,Reynosa,13,2016-09-01
2016,Octubre,Reynosa,7,2016-10-01
2016,Noviembre,Reynosa,14,2016-11-01
2016,Diciembre,Reynosa,5,2016-12-01
2017,Enero,Reynosa,11,2017-01-01
2017,Febrero,Reynosa,13,2017-02-01
2017,Marzo,Reynosa,15,2017-03-01
2017,Abril,Reynosa,13,2017-04-01
2017,Mayo,Reynosa,12,2017-05-01
2017,Junio,Reynosa,12,2017-06-01
2017,Julio,Reynosa,5,2017-07-01
2017,Agosto,Reynosa,11,2017-08-01
2017,Septiembre,Reynosa,12,2017-09-01
2017,Octubre,Reynosa,10,2017-10-01
2017,Noviembre,Reynosa,13,2017-11-01
2017,Diciembre,Reynosa,5,2017-12-01
2018,Enero,Reynosa,14,2018-01-01
2018,Febrero,Reynosa,10,2018-02-01
2018,Marzo,Reynosa,5,2018-03-01
2018,Abril,Reynosa,10,2018-04-01
2018,Mayo,Reynosa,4,2018-05-01
2018,Junio,Reynosa,9,2018-06-01
2018,Julio,Reynosa,1,2018-07-01
2018,Agosto,Reynosa,7,2018-08-01
2018,Septiembre,Reynosa,8,2018-09-01
2018,Octubre,Reynosa,5,2018-10-01
2018,Noviembre,Reynosa,6,2018-11-01
2018,Diciembre,Reynosa,2,2018-12-01
2019,Enero,Reynosa,8,2019-01-01
2019,Febrero,Reynosa,11,2019-02-01
2019,Marzo,Reynosa,6,2019-03-01
2019,Abril,Reynosa,9,2019-04-01
2019,Mayo,Reynosa,8,2019-05-01
2019,Junio,Reynosa,7,2019-06-01
2019,Julio,Reynosa,3,2019-07-01
2019,Agosto,Reynosa,8,2019-08-01
2019,Septiembre,Reynosa,5,2019-09-01
2019,Octubre,Reynosa,5,2019-10-01
2019,Noviembre,Reynosa,3,2019-11-01
2019,Diciembre,Reynosa,1,2019-12-01
2020,Enero,Reynosa,5,2020-01-01
2020,Febrero,Reynosa,7,2020-02-01
2020,Marzo,Reynosa,5,2020-03-01
2020,Abril,Reynosa,0,2020-04-01
2020,Mayo,Reynosa,0,2020-05-01
2020,Junio,Reynosa,1,2020-06-01
2020,Julio,Reynosa,1,2020-07-01
2020,Agosto,Reynosa,4,2020-08-01
2020,Septiembre,Reynosa,2,2020-09-01
2020,Octubre,Reynosa,1,2020-10-01
2020,Noviembre,Reynosa,7,2020-11-01
2020,Diciembre,Reynosa,9,2020-12-01
2021,Enero,Reynosa,2,2021-01-01
2021,Febrero,Reynosa,1,2021-02-01
2021,Marzo,Reynosa,1,2021-03-01
2021,Abril,Reynosa,2,2021-04-01
2021,Mayo,Reynosa,2,2021-05-01
2021,Junio,Reynosa,1,2021-06-01
2021,Julio,Reynosa,0,2021-07-01
2021,Agosto,Reynosa,0,2021-08-01
2021,Septiembre,Reynosa,0,2021-09-01
2021,Octubre,Reynosa,1,2021-10-01
2021,Noviembre,Reynosa,2,2021-11-01
2021,Diciembre,Reynosa,0,2021-12-01
2022,Enero,Reynosa,4,2022-01-01
2022,Febrero,Reynosa,9,2022-02-01
2022,Marzo,Reynosa,2,2022-03-01
2022,Abril,Reynosa,0,2022-04-01
2022,Mayo,Reynosa,16,2022-05-01
2022,Junio,Reynosa,0,2022-06-01
2022,Julio,Reynosa,0,2022-07-01
2022,Agosto,Reynosa,0,2022-08-01
2022,Septiembre,Reynosa,1,2022-09-01
2022,Octubre,Reynosa,0,2022-10-01
2022,Noviembre,Reynosa,0,2022-11-01
2022,Diciembre,Reynosa,0,2022-12-01
2023,Enero,Reynosa,0,2023-01-01
2023,Febrero,Reynosa,0,2023-02-01
2023,Marzo,Reynosa,0,2023-03-01
2023,Abril,Reynosa,0,2023-04-01
2023,Mayo,Reynosa,0,2023-05-01
2023,Junio,Reynosa,0,2023-06-01
2023,Julio,Reynosa,0,2023-07-01
2023,Agosto,Reynosa,0,2023-08-01
2023,Septiembre,Reynosa,0,2023-09-01
2023,Octubre,Reynosa,0,2023-10-01
2023,Noviembre,Reynosa,0,2023-11-01
2023,Diciembre,Reynosa,0,2023-12-01
2012,Diciembre,Saltillo,85,2012-12-01
2013,Enero,Saltillo,59,2013-01-01
2013,Febrero,Saltillo,69,2013-02-01
2013,Marzo,Saltillo,47,2013-03-01
2013,Abril,Saltillo,65,2013-04-01
2013,Mayo,Saltillo,43,2013-05-01
2013,Junio,Saltillo,75,2013-06-01
2013,Julio,Saltillo,18,2013-07-01
2013,Agosto,Saltillo,55,2013-08-01
2013,Septiembre,Saltillo,95,2013-09-01
2013,Octubre,Saltillo,66,2013-10-01
2013,Noviembre,Saltillo,112,2013-11-01
2013,Diciembre,Saltillo,1,2013-12-01
2014,Enero,Saltillo,15,2014-01-01
2014,Febrero,Saltillo,45,2014-02-01
2014,Marzo,Saltillo,35,2014-03-01
2014,Abril,Saltillo,0,2014-04-01
2014,Mayo,Saltillo,25,2014-05-01
2014,Junio,Saltillo,40,2014-06-01
2014,Julio,Saltillo,26,2014-07-01
2014,Agosto,Saltillo,62,2014-08-01
2014,Septiembre,Saltillo,32,2014-09-01
2014,Octubre,Saltillo,40,2014-10-01
2014,Noviembre,Saltillo,34,2014-11-01
2014,Diciembre,Saltillo,87,2014-12-01
2015,Enero,Saltillo,32,2015-01-01
2015,Febrero,Saltillo,26,2015-02-01
2015,Marzo,Saltillo,40,2015-03-01
2015,Abril,Saltillo,5,2015-04-01
2015,Mayo,Saltillo,7,2015-05-01
2015,Junio,Saltillo,23,2015-06-01
2015,Julio,Saltillo,6,2015-07-01
2015,Agosto,Saltillo,14,2015-08-01
2015,Septiembre,Saltillo,33,2015-09-01
2015,Octubre,Saltillo,18,2015-10-01
2015,Noviembre,Saltillo,40,2015-11-01
2015,Diciembre,Saltillo,11,2015-12-01
2016,Enero,Saltillo,15,2016-01-01
2016,Febrero,Saltillo,27,2016-02-01
2016,Marzo,Saltillo,17,2016-03-01
2016,Abril,Saltillo,6,2016-04-01
2016,Mayo,Saltillo,22,2016-05-01
2016,Junio,Saltillo,5,2016-06-01
2016,Julio,Saltillo,135,2016-07-01
2016,Agosto,Saltillo,53,2016-08-01
2016,Septiembre,Saltillo,61,2016-09-01
2016,Octubre,Saltillo,49,2016-10-01
2016,Noviembre,Saltillo,63,2016-11-01
2016,Diciembre,Saltillo,7,2016-12-01
2017,Enero,Saltillo,55,2017-01-01
2017,Febrero,Saltillo,41,2017-02-01
2017,Marzo,Saltillo,25,2017-03-01
2017,Abril,Saltillo,31,2017-04-01
2017,Mayo,Saltillo,78,2017-05-01
2017,Junio,Saltillo,51,2017-06-01
2017,Julio,Saltillo,49,2017-07-01
2017,Agosto,Saltillo,32,2017-08-01
2017,Septiembre,Saltillo,30,2017-09-01
2017,Octubre,Saltillo,16,2017-10-01
2017,Noviembre,Saltillo,55,2017-11-01
2017,Diciembre,Saltillo,15,2017-12-01
2018,Enero,Saltillo,52,2018-01-01
2018,Febrero,Saltillo,31,2018-02-01
2018,Marzo,Saltillo,26,2018-03-01
2018,Abril,Saltillo,49,2018-04-01
2018,Mayo,Saltillo,25,2018-05-01
2018,Junio,Saltillo,36,2018-06-01
2018,Julio,Saltillo,0,2018-07-01
2018,Agosto,Saltillo,65,2018-08-01
2018,Septiembre,Saltillo,38,2018-09-01
2018,Octubre,Saltillo,54,2018-10-01
2018,Noviembre,Saltillo,28,2018-11-01
2018,Diciembre,Saltillo,27,2018-12-01
2019,Enero,Saltillo,25,2019-01-01
2019,Febrero,Saltillo,11,2019-02-01
2019,Marzo,Saltillo,16,2019-03-01
2019,Abril,Saltillo,14,2019-04-01
2019,Mayo,Saltillo,11,2019-05-01
2019,Junio,Saltillo,14,2019-06-01
2019,Julio,Saltillo,9,2019-07-01
2019,Agosto,Saltillo,36,2019-08-01
2019,Septiembre,Saltillo,18,2019-09-01
2019,Octubre,Saltillo,31,2019-10-01
2019,Noviembre,Saltillo,39,2019-11-01
2019,Diciembre,Saltillo,11,2019-12-01
2020,Enero,Saltillo,20,2020-01-01
2020,Febrero,Saltillo,20,2020-02-01
2020,Marzo,Saltillo,31,2020-03-01
2020,Abril,Saltillo,0,2020-04-01
2020,Mayo,Saltillo,0,2020-05-01
2020,Junio,Saltillo,35,2020-06-01
2020,Julio,Saltillo,8,2020-07-01
2020,Agosto,Saltillo,11,2020-08-01
2020,Septiembre,Saltillo,15,2020-09-01
2020,Octubre,Saltillo,35,2020-10-01
2020,Noviembre,Saltillo,13,2020-11-01
2020,Diciembre,Saltillo,2,2020-12-01
2021,Enero,Saltillo,16,2021-01-01
2021,Febrero,Saltillo,14,2021-02-01
2021,Marzo,Saltillo,29,2021-03-01
2021,Abril,Saltillo,19,2021-04-01
2021,Mayo,Saltillo,15,2021-05-01
2021,Junio,Saltillo,16,2021-06-01
2021,Julio,Saltillo,12,2021-07-01
2021,Agosto,Saltillo,12,2021-08-01
2021,Septiembre,Saltillo,18,2021-09-01
2021,Octubre,Saltillo,14,2021-10-01
2021,Noviembre,Saltillo,14,2021-11-01
2021,Diciembre,Saltillo,8,2021-12-01
2022,Enero,Saltillo,8,2022-01-01
2022,Febrero,Saltillo,6,2022-02-01
2022,Marzo,Saltillo,14,2022-03-01
2022,Abril,Saltillo,9,2022-04-01
2022,Mayo,Saltillo,11,2022-05-01
2022,Junio,Saltillo,12,2022-06-01
2022,Julio,Saltillo,12,2022-07-01
2022,Agosto,Saltillo,20,2022-08-01
2022,Septiembre,Saltillo,10,2022-09-01
2022,Octubre,Saltillo,2,2022-10-01
2022,Noviembre,Saltillo,3,2022-11-01
2022,Diciembre,Saltillo,1,2022-12-01
2023,Enero,Saltillo,11,2023-01-01
2023,Febrero,Saltillo,4,2023-02-01
2023,Marzo,Saltillo,10,2023-03-01
2023,Abril,Saltillo,10,2023-04-01
2023,Mayo,Saltillo,9,2023-05-01
2023,Junio,Saltillo,11,2023-06-01
2023,Julio,Saltillo,10,2023-07-01
2023,Agosto,Saltillo,6,2023-08-01
2023,Septiembre,Saltillo,6,2023-09-01
2023,Octubre,Saltillo,5,2023-10-01
2023,Noviembre,Saltillo,11,2023-11-01
2023,Diciembre,Saltillo,1,2023-12-01
2012,Diciembre,Tampico,35,2012-12-01
2013,Enero,Tampico,0,2013-01-01
2013,Febrero,Tampico,15,2013-02-01
2013,Marzo,Tampico,21,2013-03-01
2013,Abril,Tampico,41,2013-04-01
2013,Mayo,Tampico,20,2013-05-01
2013,Junio,Tampico,27,2013-06-01
2013,Julio,Tampico,18,2013-07-01
2013,Agosto,Tampico,14,2013-08-01
2013,Septiembre,Tampico,19,2013-09-01
2013,Octubre,Tampico,16,2013-10-01
2013,Noviembre,Tampico,25,2013-11-01
2013,Diciembre,Tampico,4,2013-12-01
2014,Enero,Tampico,3,2014-01-01
2014,Febrero,Tampico,13,2014-02-01
2014,Marzo,Tampico,11,2014-03-01
2014,Abril,Tampico,13,2014-04-01
2014,Mayo,Tampico,4,2014-05-01
2014,Junio,Tampico,12,2014-06-01
2014,Julio,Tampico,9,2014-07-01
2014,Agosto,Tampico,9,2014-08-01
