Anio,Mes,Procuraduria,Juicios,Fecha
2012,Diciembre,Cananea,14,2012-12-01
2013,Enero,Cananea,20,2013-01-01
2013,Febrero,Cananea,14,2013-02-01
2013,Marzo,Cananea,15,2013-03-01
2013,Abril,Cananea,27,2013-04-01
2013,Mayo,Cananea,5,2013-05-01
2013,Junio,Cananea,15,2013-06-01
2013,Julio,Cananea,20,2013-07-01
2013,Agosto,Cananea,14,2013-08-01
2013,Septiembre,Cananea,14,2013-09-01
2013,Octubre,Cananea,14,2013-10-01
2013,Noviembre,Cananea,13,2013-11-01
2013,Diciembre,Cananea,7,2013-12-01
2014,Enero,Cananea,25,2014-01-01
2014,Febrero,Cananea,19,2014-02-01
2014,Marzo,Cananea,23,2014-03-01
2014,Abril,Cananea,18,2014-04-01
2014,Mayo,Cananea,9,2014-05-01
2014,Junio,Cananea,16,2014-06-01
2014,Julio,Cananea,10,2014-07-01
2014,Agosto,Cananea,12,2014-08-01
2014,Septiembre,Cananea,8,2014-09-01
2014,Octubre,Cananea,31,2014-10-01
2014,Noviembre,Cananea,18,2014-11-01
2014,Diciembre,Cananea,10,2014-12-01
2015,Enero,Cananea,14,2015-01-01
2015,Febrero,Cananea,17,2015-02-01
2015,Marzo,Cananea,16,2015-03-01
2015,Abril,Cananea,15,2015-04-01
2015,Mayo,Cananea,9,2015-05-01
2015,Junio,Cananea,10,2015-06-01
2015,Julio,Cananea,17,2015-07-01
2015,Agosto,Cananea,36,2015-08-01
2015,Septiembre,Cananea,25,2015-09-01
2015,Octubre,Cananea,14,2015-10-01
2015,Noviembre,Cananea,13,2015-11-01
2015,Diciembre,Cananea,6,2015-12-01
2016,Enero,Cananea,6,2016-01-01
2016,Febrero,Cananea,11,2016-02-01
2016,Marzo,Cananea,17,2016-03-01
2016,Abril,Cananea,10,2016-04-01
2016,Mayo,Cananea,16,2016-05-01
2016,Junio,Cananea,12,2016-06-01
2016,Julio,Cananea,11,2016-07-01
2016,Agosto,Cananea,14,2016-08-01
2016,Septiembre,Cananea,9,2016-09-01
2016,Octubre,Cananea,8,2016-10-01
2016,Noviembre,Cananea,12,2016-11-01
2016,Diciembre,Cananea,9,2016-12-01
2017,Enero,Cananea,6,2017-01-01
2017,Febrero,Cananea,9,2017-02-01
2017,Marzo,Cananea,17,2017-03-01
2017,Abril,Cananea,8,2017-04-01
2017,Mayo,Cananea,15,2017-05-01
2017,Junio,Cananea,17,2017-06-01
2017,Julio,Cananea,0,2017-07-01
2017,Agosto,Cananea,6,2017-08-01
2017,Septiembre,Cananea,16,2017-09-01
2017,Octubre,Cananea,18,2017-10-01
2017,Noviembre,Cananea,23,2017-11-01
2017,Diciembre,Cananea,4,2017-12-01
2018,Enero,Cananea,15,2018-01-01
2018,Febrero,Cananea,7,2018-02-01
2018,Marzo,Cananea,7,2018-03-01
2018,Abril,Cananea,14,2018-04-01
2018,Mayo,Cananea,12,2018-05-01
2018,Junio,Cananea,12,2018-06-01
2018,Julio,Cananea,12,2018-07-01
2018,Agosto,Cananea,10,2018-08-01
2018,Septiembre,Cananea,15,2018-09-01
2018,Octubre,Cananea,7,2018-10-01
2018,Noviembre,Cananea,13,2018-11-01
2018,Diciembre,Cananea,11,2018-12-01
2019,Enero,Cananea,5,2019-01-01
2019,Febrero,Cananea,12,2019-02-01
2019,Marzo,Cananea,9,2019-03-01
2019,Abril,Cananea,6,2019-04-01
2019,Mayo,Cananea,12,2019-05-01
2019,Junio,Cananea,10,2019-06-01
2019,Julio,Cananea,13,2019-07-01
2019,Agosto,Cananea,16,2019-08-01
2019,Septiembre,Cananea,17,2019-09-01
2019,Octubre,Cananea,13,2019-10-01
2019,Noviembre,Cananea,5,2019-11-01
2019,Diciembre,Cananea,12,2019-12-01
2020,Enero,Cananea,13,2020-01-01
2020,Febrero,Cananea,21,2020-02-01
2020,Marzo,Cananea,4,2020-03-01
2020,Abril,Cananea,8,2020-04-01
2020,Mayo,Cananea,3,2020-05-01
2020,Junio,Cananea,4,2020-06-01
2020,Julio,Cananea,3,2020-07-01
2020,Agosto,Cananea,10,2020-08-01
2020,Septiembre,Cananea,13,2020-09-01
2020,Octubre,Cananea,23,2020-10-01
2020,Noviembre,Cananea,8,2020-11-01
2020,Diciembre,Cananea,0,2020-12-01
2021,Enero,Cananea,16,2021-01-01
2021,Febrero,Cananea,15,2021-02-01
2021,Marzo,Cananea,20,2021-03-01
2021,Abril,Cananea,49,2021-04-01
2021,Mayo,Cananea,58,2021-05-01
2021,Junio,Cananea,40,2021-06-01
2021,Julio,Cananea,14,2021-07-01
2021,Agosto,Cananea,23,2021-08-01
2021,Septiembre,Cananea,15,2021-09-01
2021,Octubre,Cananea,14,2021-10-01
2021,Noviembre,Cananea,35,2021-11-01
2021,Diciembre,Cananea,14,2021-12-01
2022,Enero,Cananea,13,2022-01-01
2022,Febrero,Cananea,23,2022-02-01
2022,Marzo,Cananea,27,2022-03-01
2022,Abril,Cananea,16,2022-04-01
2022,Mayo,Cananea,11,2022-05-01
2022,Junio,Cananea,16,2022-06-01
2022,Julio,Cananea,10,2022-07-01
2022,Agosto,Cananea,18,2022-08-01
2022,Septiembre,Cananea,12,2022-09-01
2022,Octubre,Cananea,0,2022-10-01
2022,Noviembre,Cananea,6,2022-11-01
2022,Diciembre,Cananea,0,2022-12-01
2023,Enero,Cananea,0,2023-01-01
2023,Febrero,Cananea,0,2023-02-01
2023,Marzo,Cananea,0,2023-03-01
2023,Abril,Cananea,0,2023-04-01
2023,Mayo,Cananea,0,2023-05-01
2023,Junio,Cananea,0,2023-06-01
2023,Julio,Cananea,0,2023-07-01
2023,Agosto,Cananea,0,2023-08-01
2023,Septiembre,Cananea,0,2023-09-01
2023,Octubre,Cananea,0,2023-10-01
2023,Noviembre,Cananea,0,2023-11-01
2023,Diciembre,Cananea,0,2023-12-01
2012,Diciembre,Cd. Juárez,58,2012-12-01
2013,Enero,Cd. Juárez,94,2013-01-01
2013,Febrero,Cd. Juárez,84,2013-02-01
2013,Marzo,Cd. Juárez,32,2013-03-01
2013,Abril,Cd. Juárez,125,2013-04-01
2013,Mayo,Cd. Juárez,55,2013-05-01
2013,Junio,Cd. Juárez,101,2013-06-01
2013,Julio,Cd. Juárez,47,2013-07-01
2013,Agosto,Cd. Juárez,83,2013-08-01
2013,Septiembre,Cd. Juárez,38,2013-09-01
2013,Octubre,Cd. Juárez,75,2013-10-01
2013,Noviembre,Cd. Juárez,88,2013-11-01
2013,Diciembre,Cd. Juárez,36,2013-12-01
2014,Enero,Cd. Juárez,13,2014-01-01
2014,Febrero,Cd. Juárez,176,2014-02-01
2014,Marzo,Cd. Juárez,66,2014-03-01
2014,Abril,Cd. Juárez,21,2014-04-01
2014,Mayo,Cd. Juárez,39,2014-05-01
2014,Junio,Cd. Juárez,55,2014-06-01
2014,Julio,Cd. Juárez,102,2014-07-01
2014,Agosto,Cd. Juárez,62,2014-08-01
2014,Septiembre,Cd. Juárez,55,2014-09-01
2014,Octubre,Cd. Juárez,132,2014-10-01
2014,Noviembre,Cd. Juárez,69,2014-11-01
2014,Diciembre,Cd. Juárez,171,2014-12-01
2015,Enero,Cd. Juárez,39,2015-01-01
2015,Febrero,Cd. Juárez,51,2015-02-01
2015,Marzo,Cd. Juárez,52,2015-03-01
2015,Abril,Cd. Juárez,59,2015-04-01
2015,Mayo,Cd. Juárez,53,2015-05-01
2015,Junio,Cd. Juárez,74,2015-06-01
2015,Julio,Cd. Juárez,58,2015-07-01
2015,Agosto,Cd. Juárez,77,2015-08-01
2015,Septiembre,Cd. Juárez,79,2015-09-01
2015,Octubre,Cd. Juárez,78,2015-10-01
2015,Noviembre,Cd. Juárez,66,2015-11-01
2015,Diciembre,Cd. Juárez,24,2015-12-01
2016,Enero,Cd. Juárez,63,2016-01-01
2016,Febrero,Cd. Juárez,53,2016-02-01
2016,Marzo,Cd. Juárez,83,2016-03-01
2016,Abril,Cd. Juárez,97,2016-04-01
2016,Mayo,Cd. Juárez,64,2016-05-01
2016,Junio,Cd. Juárez,57,2016-06-01
2016,Julio,Cd. Juárez,34,2016-07-01
2016,Agosto,Cd. Juárez,49,2016-08-01
2016,Septiembre,Cd. Juárez,42,2016-09-01
2016,Octubre,Cd. Juárez,30,2016-10-01
2016,Noviembre,Cd. Juárez,47,2016-11-01
2016,Diciembre,Cd. Juárez,25,2016-12-01
2017,Enero,Cd. Juárez,42,2017-01-01
2017,Febrero,Cd. Juárez,40,2017-02-01
2017,Marzo,Cd. Juárez,31,2017-03-01
2017,Abril,Cd. Juárez,40,2017-04-01
2017,Mayo,Cd. Juárez,51,2017-05-01
2017,Junio,Cd. Juárez,57,2017-06-01
2017,Julio,Cd. Juárez,34,2017-07-01
2017,Agosto,Cd. Juárez,26,2017-08-01
2017,Septiembre,Cd. Juárez,25,2017-09-01
2017,Octubre,Cd. Juárez,37,2017-10-01
2017,Noviembre,Cd. Juárez,50,2017-11-01
2017,Diciembre,Cd. Juárez,25,2017-12-01
2018,Enero,Cd. Juárez,43,2018-01-01
2018,Febrero,Cd. Juárez,33,2018-02-01
2018,Marzo,Cd. Juárez,41,2018-03-01
2018,Abril,Cd. Juárez,40,2018-04-01
2018,Mayo,Cd. Juárez,57,2018-05-01
2018,Junio,Cd. Juárez,48,2018-06-01
2018,Julio,Cd. Juárez,20,2018-07-01
2018,Agosto,Cd. Juárez,33,2018-08-01
2018,Septiembre,Cd. Juárez,29,2018-09-01
2018,Octubre,Cd. Juárez,83,2018-10-01
2018,Noviembre,Cd. Juárez,128,2018-11-01
2018,Diciembre,Cd. Juárez,34,2018-12-01
2019,Enero,Cd. Juárez,68,2019-01-01
2019,Febrero,Cd. Juárez,72,2019-02-01
2019,Marzo,Cd. Juárez,57,2019-03-01
2019,Abril,Cd. Juárez,49,2019-04-01
2019,Mayo,Cd. Juárez,53,2019-05-01
2019,Junio,Cd. Juárez,44,2019-06-01
2019,Julio,Cd. Juárez,23,2019-07-01
2019,Agosto,Cd. Juárez,55,2019-08-01
2019,Septiembre,Cd. Juárez,73,2019-09-01
2019,Octubre,Cd. Juárez,68,2019-10-01
2019,Noviembre,Cd. Juárez,50,2019-11-01
2019,Diciembre,Cd. Juárez,46,2019-12-01
2020,Enero,Cd. Juárez,22,2020-01-01
2020,Febrero,Cd. Juárez,48,2020-02-01
2020,Marzo,Cd. Juárez,4,2020-03-01
2020,Abril,Cd. Juárez,45,2020-04-01
2020,Mayo,Cd. Juárez,76,2020-05-01
2020,Junio,Cd. Juárez,27,2020-06-01
2020,Julio,Cd. Juárez,94,2020-07-01
2020,Agosto,Cd. Juárez,19,2020-08-01
2020,Septiembre,Cd. Juárez,18,2020-09-01
2020,Octubre,Cd. Juárez,58,2020-10-01
2020,Noviembre,Cd. Juárez,45,2020-11-01
2020,Diciembre,Cd. Juárez,51,2020-12-01
2021,Enero,Cd. Juárez,15,2021-01-01
2021,Febrero,Cd. Juárez,61,2021-02-01
2021,Marzo,Cd. Juárez,30,2021-03-01
2021,Abril,Cd. Juárez,64,2021-04-01
2021,Mayo,Cd. Juárez,20,2021-05-01
2021,Junio,Cd. Juárez,36,2021-06-01
2021,Julio,Cd. Juárez,17,2021-07-01
2021,Agosto,Cd. Juárez,193,2021-08-01
2021,Septiembre,Cd. Juárez,118,2021-09-01
2021,Octubre,Cd. Juárez,20,2021-10-01
2021,Noviembre,Cd. Juárez,78,2021-11-01
2021,Diciembre,Cd. Juárez,67,2021-12-01
2022,Enero,Cd. Juárez,20,2022-01-01
2022,Febrero,Cd. Juárez,78,2022-02-01
2022,Marzo,Cd. Juárez,51,2022-03-01
2022,Abril,Cd. Juárez,35,2022-04-01
2022,Mayo,Cd. Juárez,86,2022-05-01
2022,Junio,Cd. Juárez,37,2022-06-01
2022,Julio,Cd. Juárez,40,2022-07-01
2022,Agosto,Cd. Juárez,14,2022-08-01
2022,Septiembre,Cd. Juárez,275,2022-09-01
2022,Octubre,Cd. Juárez,40,2022-10-01
2022,Noviembre,Cd. Juárez,0,2022-11-01
2022,Diciembre,Cd. Juárez,0,2022-12-01
2023,Enero,Cd. Juárez,0,2023-01-01
2023,Febrero,Cd. Juárez,1,2023-02-01
2023,Marzo,Cd. Juárez,4,2023-03-01
2023,Abril,Cd. Juárez,6,2023-04-01
2023,Mayo,Cd. Juárez,6,2023-05-01
2023,Junio,Cd. Juárez,36,2023-06-01
2023,Julio,Cd. Juárez,2,2023-07-01
2023,Agosto,Cd. Juárez,13,2023-08-01
2023,Septiembre,Cd. Juárez,9,2023-09-01
2023,Octubre,Cd. Juárez,8,2023-10-01
2023,Noviembre,Cd. Juárez,7,2023-11-01
2023,Diciembre,Cd. Juárez,4,2023-12-01
2012,Diciembre,Cd. Victoria,14,2012-12-01
2013,Enero,Cd. Victoria,1,2013-01-01
2013,Febrero,Cd. Victoria,7,2013-02-01
2013,Marzo,Cd. Victoria,15,2013-03-01
2013,Abril,Cd. Victoria,8,2013-04-01
2013,Mayo,Cd. Victoria,9,2013-05-01
2013,Junio,Cd. Victoria,7,2013-06-01
2013,Julio,Cd. Victoria,4,2013-07-01
2013,Agosto,Cd. Victoria,8,2013-08-01
2013,Septiembre,Cd. Victoria,6,2013-09-01
2013,Octubre,Cd. Victoria,5,2013-10-01
2013,Noviembre,Cd. Victoria,0,2013-11-01
2013,Diciembre,Cd. Victoria,6,2013-12-01
2014,Enero,Cd. Victoria,13,2014-01-01
2014,Febrero,Cd. Victoria,2,2014-02-01
2014,Marzo,Cd. Victoria,5,2014-03-01
2014,Abril,Cd. Victoria,3,2014-04-01
2014,Mayo,Cd. Victoria,11,2014-05-01
2014,Junio,Cd. Victoria,6,2014-06-01
2014,Julio,Cd. Victoria,5,2014-07-01
2014,Agosto,Cd. Victoria,2,2014-08-01
2014,Septiembre,Cd. Victoria,6,2014-09-01
2014,Octubre,Cd. Victoria,6,2014-10-01
2014,Noviembre,Cd. Victoria,5,2014-11-01
2014,Diciembre,Cd. Victoria,10,2014-12-01
2015,Enero,Cd. Victoria,4,2015-01-01
2015,Febrero,Cd. Victoria,5,2015-02-01
2015,Marzo,Cd. Victoria,5,2015-03-01
2015,Abril,Cd. Victoria,6,2015-04-01
2015,Mayo,Cd. Victoria,6,2015-05-01
2015,Junio,Cd. Victoria,7,2015-06-01
2015,Julio,Cd. Victoria,5,2015-07-01
2015,Agosto,Cd. Victoria,7,2015-08-01
2015,Septiembre,Cd. Victoria,5,2015-09-01
2015,Octubre,Cd. Victoria,4,2015-10-01
2015,Noviembre,Cd. Victoria,7,2015-11-01
2015,Diciembre,Cd. Victoria,9,2015-12-01
2016,Enero,Cd. Victoria,2,2016-01-01
2016,Febrero,Cd. Victoria,12,2016-02-01
2016,Marzo,Cd. Victoria,5,2016-03-01
2016,Abril,Cd. Victoria,5,2016-04-01
2016,Mayo,Cd. Victoria,9,2016-05-01
2016,Junio,Cd. Victoria,8,2016-06-01
2016,Julio,Cd. Victoria,4,2016-07-01
2016,Agosto,Cd. Victoria,5,2016-08-01
2016,Septiembre,Cd. Victoria,5,2016-09-01
2016,Octubre,Cd. Victoria,7,2016-10-01
2016,Noviembre,Cd. Victoria,11,2016-11-01
2016,Diciembre,Cd. Victoria,2,2016-12-01
2017,Enero,Cd. Victoria,9,2017-01-01
2017,Febrero,Cd. Victoria,6,2017-02-01
2017,Marzo,Cd. Victoria,12,2017-03-01
2017,Abril,Cd. Victoria,9,2017-04-01
2017,Mayo,Cd. Victoria,8,2017-05-01
2017,Junio,Cd. Victoria,13,2017-06-01
2017,Julio,Cd. Victoria,1,2017-07-01
2017,Agosto,Cd. Victoria,6,2017-08-01
2017,Septiembre,Cd. Victoria,3,2017-09-01
2017,Octubre,Cd. Victoria,9,2017-10-01
2017,Noviembre,Cd. Victoria,7,2017-11-01
2017,Diciembre,Cd. Victoria,4,2017-12-01
2018,Enero,Cd. Victoria,7,2018-01-01
2018,Febrero,Cd. Victoria,7,2018-02-01
2018,Marzo,Cd. Victoria,6,2018-03-01
2018,Abril,Cd. Victoria,4,2018-04-01
2018,Mayo,Cd. Victoria,12,2018-05-01
2018,Junio,Cd. Victoria,9,2018-06-01
2018,Julio,Cd. Victoria,2,2018-07-01
2018,Agosto,Cd. Victoria,7,2018-08-01
2018,Septiembre,Cd. Victoria,4,2018-09-01
2018,Octubre,Cd. Victoria,6,2018-10-01
2018,Noviembre,Cd. Victoria,5,2018-11-01
2018,Diciembre,Cd. Victoria,8,2018-12-01
2019,Enero,Cd. Victoria,11,2019-01-01
2019,Febrero,Cd. Victoria,5,2019-02-01
2019,Marzo,Cd. Victoria,7,2019-03-01
2019,Abril,Cd. Victoria,8,2019-04-01
2019,Mayo,Cd. Victoria,11,2019-05-01
2019,Junio,Cd. Victoria,7,2019-06-01
2019,Julio,Cd. Victoria,3,2019-07-01
2019,Agosto,Cd. Victoria,9,2019-08-01
2019,Septiembre,Cd. Victoria,5,2019-09-01
2019,Octubre,Cd. Victoria,9,2019-10-01
2019,Noviembre,Cd. Victoria,7,2019-11-01
2019,Diciembre,Cd. Victoria,3,2019-12-01
2020,Enero,Cd. Victoria,8,2020-01-01
2020,Febrero,Cd. Victoria,11,2020-02-01
2020,Marzo,Cd. Victoria,4,2020-03-01
2020,Abril,Cd. Victoria,3,2020-04-01
2020,Mayo,Cd. Victoria,6,2020-05-01
2020,Junio,Cd. Victoria,6,2020-06-01
2020,Julio,Cd. Victoria,3,2020-07-01
2020,Agosto,Cd. Victoria,9,2020-08-01
2020,Septiembre,Cd. Victoria,6,2020-09-01
2020,Octubre,Cd. Victoria,8,2020-10-01
2020,Noviembre,Cd. Victoria,7,2020-11-01
2020,Diciembre,Cd. Victoria,4,2020-12-01
2021,Enero,Cd. Victoria,3,2021-01-01
2021,Febrero,Cd. Victoria,3,2021-02-01
2021,Marzo,Cd. Victoria,6,2021-03-01
2021,Abril,Cd. Victoria,9,2021-04-01
2021,Mayo,Cd. Victoria,8,2021-05-01
2021,Junio,Cd. Victoria,6,2021-06-01
2021,Julio,Cd. Victoria,6,2021-07-01
2021,Agosto,Cd. Victoria,9,2021-08-01
2021,Septiembre,Cd. Victoria,9,2021-09-01
2021,Octubre,Cd. Victoria,6,2021-10-01
2021,Noviembre,Cd. Victoria,3,2021-11-01
2021,Diciembre,Cd. Victoria,5,2021-12-01
2022,Enero,Cd. Victoria,4,2022-01-01
2022,Febrero,Cd. Victoria,9,2022-02-01
2022,Marzo,Cd. Victoria,7,2022-03-01
2022,Abril,Cd. Victoria,6,2022-04-01
2022,Mayo,Cd. Victoria,5,2022-05-01
2022,Junio,Cd. Victoria,2,2022-06-01
2022,Julio,Cd. Victoria,0,2022-07-01
2022,Agosto,Cd. Victoria,6,2022-08-01
2022,Septiembre,Cd. Victoria,2,2022-09-01
2022,Octubre,Cd. Victoria,2,2022-10-01
2022,Noviembre,Cd. Victoria,3,2022-11-01
2022,Diciembre,Cd. Victoria,1,2022-12-01
2023,Enero,Cd. Victoria,4,2023-01-01
2023,Febrero,Cd. Victoria,2,2023-02-01
2023,Marzo,Cd. Victoria,0,2023-03-01
2023,Abril,Cd. Victoria,0,2023-04-01
2023,Mayo,Cd. Victoria,0,2023-05-01
2023,Junio,Cd. Victoria,1,2023-06-01
2023,Julio,Cd. Victoria,0,2023-07-01
2023,Agosto,Cd. Victoria,0,2023-08-01
2023,Septiembre,Cd. Victoria,2,2023-09-01
2023,Octubre,Cd. Victoria,1,2023-10-01
2023,Noviembre,Cd. Victoria,1,2023-11-01
2023,Diciembre,Cd. Victoria,0,2023-12-01
2012,Diciembre,Culiacán,108,2012-12-01
2013,Enero,Culiacán,83,2013-01-01
2013,Febrero,Culiacán,128,2013-02-01
2013,Marzo,Culiacán,109,2013-03-01
2013,Abril,Culiacán,130,2013-04-01
2013,Mayo,Culiacán,68,2013-05-01
2013,Junio,Culiacán,108,2013-06-01
2013,Julio,Culiacán,42,2013-07-01
2013,Agosto,Culiacán,57,2013-08-01
2013,Septiembre,Culiacán,82,2013-09-01
2013,Octubre,Culiacán,61,2013-10-01
2013,Noviembre,Culiacán,124,2013-11-01
2013,Diciembre,Culiacán,45,2013-12-01
2014,Enero,Culiacán,63,2014-01-01
2014,Febrero,Culiacán,78,2014-02-01
2014,Marzo,Culiacán,82,2014-03-01
2014,Abril,Culiacán,61,2014-04-01
2014,Mayo,Culiacán,71,2014-05-01
2014,Junio,Culiacán,79,2014-06-01
2014,Julio,Culiacán,42,2014-07-01
2014,Agosto,Culiacán,87,2014-08-01
2014,Septiembre,Culiacán,62,2014-09-01
2014,Octubre,Culiacán,98,2014-10-01
2014,Noviembre,Culiacán,56,2014-11-01
2014,Diciembre,Culiacán,102,2014-12-01
2015,Enero,Culiacán,63,2015-01-01
2015,Febrero,Culiacán,52,2015-02-01
2015,Marzo,Culiacán,90,2015-03-01
2015,Abril,Culiacán,36,2015-04-01
2015,Mayo,Culiacán,57,2015-05-01
2015,Junio,Culiacán,36,2015-06-01
2015,Julio,Culiacán,47,2015-07-01
2015,Agosto,Culiacán,45,2015-08-01
2015,Septiembre,Culiacán,36,2015-09-01
2015,Octubre,Culiacán,20,2015-10-01
2015,Noviembre,Culiacán,103,2015-11-01
2015,Diciembre,Culiacán,10,2015-12-01
2016,Enero,Culiacán,27,2016-01-01
2016,Febrero,Culiacán,11,2016-02-01
2016,Marzo,Culiacán,48,2016-03-01
2016,Abril,Culiacán,26,2016-04-01
2016,Mayo,Culiacán,26,2016-05-01
2016,Junio,Culiacán,75,2016-06-01
2016,Julio,Culiacán,29,2016-07-01
2016,Agosto,Culiacán,32,2016-08-01
2016,Septiembre,Culiacán,73,2016-09-01
2016,Octubre,Culiacán,40,2016-10-01
2016,Noviembre,Culiacán,60,2016-11-01
2016,Diciembre,Culiacán,33,2016-12-01
2017,Enero,Culiacán,14,2017-01-01
2017,Febrero,Culiacán,17,2017-02-01
2017,Marzo,Culiacán,43,2017-03-01
2017,Abril,Culiacán,35,2017-04-01
2017,Mayo,Culiacán,38,2017-05-01
2017,Junio,Culiacán,41,2017-06-01
2017,Julio,Culiacán,15,2017-07-01
2017,Agosto,Culiacán,57,2017-08-01
2017,Septiembre,Culiacán,69,2017-09-01
2017,Octubre,Culiacán,65,2017-10-01
2017,Noviembre,Culiacán,71,2017-11-01
2017,Diciembre,Culiacán,28,2017-12-01
2018,Enero,Culiacán,28,2018-01-01
2018,Febrero,Culiacán,39,2018-02-01
2018,Marzo,Culiacán,32,2018-03-01
2018,Abril,Culiacán,26,2018-04-01
2018,Mayo,Culiacán,35,2018-05-01
2018,Junio,Culiacán,41,2018-06-01
2018,Julio,Culiacán,13,2018-07-01
2018,Agosto,Culiacán,36,2018-08-01
2018,Septiembre,Culiacán,28,2018-09-01
2018,Octubre,Culiacán,42,2018-10-01
2018,Noviembre,Culiacán,50,2018-11-01
2018,Diciembre,Culiacán,34,2018-12-01
2019,Enero,Culiacán,24,2019-01-01
2019,Febrero,Culiacán,40,2019-02-01
2019,Marzo,Culiacán,35,2019-03-01
2019,Abril,Culiacán,16,2019-04-01
2019,Mayo,Culiacán,28,2019-05-01
2019,Junio,Culiacán,28,2019-06-01
2019,Julio,Culiacán,21,2019-07-01
2019,Agosto,Culiacán,22,2019-08-01
2019,Septiembre,Culiacán,22,2019-09-01
2019,Octubre,Culiacán,19,2019-10-01
2019,Noviembre,Culiacán,18,2019-11-01
2019,Diciembre,Culiacán,32,2019-12-01
2020,Enero,Culiacán,16,2020-01-01
2020,Febrero,Culiacán,13,2020-02-01
2020,Marzo,Culiacán,16,2020-03-01
2020,Abril,Culiacán,0,2020-04-01
2020,Mayo,Culiacán,0,2020-05-01
2020,Junio,Culiacán,21,2020-06-01
2020,Julio,Culiacán,8,2020-07-01
2020,Agosto,Culiacán,14,2020-08-01
2020,Septiembre,Culiacán,24,2020-09-01
2020,Octubre,Culiacán,9,2020-10-01
2020,Noviembre,Culiacán,7,2020-11-01
2020,Diciembre,Culiacán,5,2020-12-01
2021,Enero,Culiacán,11,2021-01-01
2021,Febrero,Culiacán,14,2021-02-01
2021,Marzo,Culiacán,21,2021-03-01
2021,Abril,Culiacán,19,2021-04-01
2021,Mayo,Culiacán,22,2021-05-01
2021,Junio,Culiacán,21,2021-06-01
2021,Julio,Culiacán,18,2021-07-01
2021,Agosto,Culiacán,26,2021-08-01
2021,Septiembre,Culiacán,36,2021-09-01
2021,Octubre,Culiacán,19,2021-10-01
2021,Noviembre,Culiacán,26,2021-11-01
2021,Diciembre,Culiacán,16,2021-12-01
2022,Enero,Culiacán,29,2022-01-01
2022,Febrero,Culiacán,33,2022-02-01
2022,Marzo,Culiacán,17,2022-03-01
2022,Abril,Culiacán,12,2022-04-01
2022,Mayo,Culiacán,39,2022-05-01
2022,Junio,Culiacán,50,2022-06-01
2022,Julio,Culiacán,14,2022-07-01
2022,Agosto,Culiacán,33,2022-08-01
2022,Septiembre,Culiacán,87,2022-09-01
2022,Octubre,Culiacán,1,2022-10-01
2022,Noviembre,Culiacán,1,2022-11-01
2022,Diciembre,Culiacán,1,2022-12-01
2023,Enero,Culiacán,2,2023-01-01
2023,Febrero,Culiacán,5,2023-02-01
2023,Marzo,Culiacán,4,2023-03-01
2023,Abril,Culiacán,7,2023-04-01
2023,Mayo,Culiacán,7,2023-05-01
2023,Junio,Culiacán,30,2023-06-01
2023,Julio,Culiacán,3,2023-07-01
2023,Agosto,Culiacán,20,2023-08-01
2023,Septiembre,Culiacán,13,2023-09-01
2023,Octubre,Culiacán,1,2023-10-01
2023,Noviembre,Culiacán,13,2023-11-01
2023,Diciembre,Culiacán,2,2023-12-01
2012,Diciembre,Chihuahua,47,2012-12-01
2013,Enero,Chihuahua,28,2013-01-01
2013,Febrero,Chihuahua,37,2013-02-01
2013,Marzo,Chihuahua,94,2013-03-01
2013,Abril,Chihuahua,46,2013-04-01
2013,Mayo,Chihuahua,96,2013-05-01
2013,Junio,Chihuahua,46,2013-06-01
2013,Julio,Chihuahua,23,2013-07-01
2013,Agosto,Chihuahua,55,2013-08-01
2013,Septiembre,Chihuahua,68,2013-09-01
2013,Octubre,Chihuahua,63,2013-10-01
2013,Noviembre,Chihuahua,48,2013-11-01
2013,Diciembre,Chihuahua,20,2013-12-01
2014,Enero,Chihuahua,83,2014-01-01
2014,Febrero,Chihuahua,77,2014-02-01
2014,Marzo,Chihuahua,22,2014-03-01
2014,Abril,Chihuahua,49,2014-04-01
2014,Mayo,Chihuahua,60,2014-05-01
2014,Junio,Chihuahua,58,2014-06-01
2014,Julio,Chihuahua,36,2014-07-01
2014,Agosto,Chihuahua,38,2014-08-01
2014,Septiembre,Chihuahua,57,2014-09-01
2014,Octubre,Chihuahua,56,2014-10-01
2014,Noviembre,Chihuahua,54,2014-11-01
2014,Diciembre,Chihuahua,45,2014-12-01
2015,Enero,Chihuahua,35,2015-01-01
2015,Febrero,Chihuahua,39,2015-02-01
2015,Marzo,Chihuahua,40,2015-03-01
2015,Abril,Chihuahua,28,2015-04-01
2015,Mayo,Chihuahua,50,2015-05-01
2015,Junio,Chihuahua,57,2015-06-01
2015,Julio,Chihuahua,33,2015-07-01
2015,Agosto,Chihuahua,63,2015-08-01
2015,Septiembre,Chihuahua,57,2015-09-01
2015,Octubre,Chihuahua,65,2015-10-01
2015,Noviembre,Chihuahua,69,2015-11-01
2015,Diciembre,Chihuahua,48,2015-12-01
2016,Enero,Chihuahua,38,2016-01-01
2016,Febrero,Chihuahua,55,2016-02-01
2016,Marzo,Chihuahua,57,2016-03-01
2016,Abril,Chihuahua,42,2016-04-01
2016,Mayo,Chihuahua,63,2016-05-01
2016,Junio,Chihuahua,64,2016-06-01
2016,Julio,Chihuahua,30,2016-07-01
2016,Agosto,Chihuahua,61,2016-08-01
2016,Septiembre,Chihuahua,60,2016-09-01
